screen_name,created_at,text,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
Mrsdoodlepunk1,2021-12-19T18:11:00Z,@StuffJudeSays @nypost And smaller communities won’t have it or have enough of it. My mom (89) got extremely sick with covid. They offered her nothing.,StuffJudeSays,,City girl stuck in Wyoming. Horror fan. Life goal: Turn 70 and eat fried chicken and champagne for breakfast every day. That’s my dog up there.👆🏻she/her,Twitter for iPad,en,1472630561738936320
youngdannyyyy,2021-12-19T18:11:00Z,"RT @randyjcruz: Kyrie coming back and then being sent to covid protocols 

https://t.co/WNLhpDazv8",,randyjcruz,A lot of motivation ♈︎☉ ♊︎☾ ♉︎↑ 🇩🇴,Twitter for iPhone,en,1472630561692917765
GrammyGC5,2021-12-19T18:11:00Z,RT @lmauricecpr: BREAKING: New report from the House Committee on Oversight and Reform — the main investigative body of the House of Representatives — found that the Trump administration undermined the country's COVID-19 pandemic response for political purposes.,,lmauricecpr,Pisces/NYC Proud AfroLatina Advocate #BLM #OneV1 Z1 #PRU #DemCastNY #DemcastUSA #BeTheChange4USA #EMTA,Twitter for iPhone,en,1472630561214803968
techtoyspot,2021-12-19T18:11:00Z,We all know jabbed people who have or have had Covid. Shots are strictly a way potentially make it less severe. The end. Don’t discriminate against a healthy person because of their status it makes 0 sense. Fauci should know this,,,"Pointing out the lies and corruption in the media and government. I WILL NOT COMPLY!!!! I ❤️ Fact checking the ""Fact checkers"" Pronouns = Nor/Mal",Twitter for iPhone,en,1472630561118330881
LarryDUK,2021-12-19T18:11:00Z,"RT @Dr2NisreenAlwan: I can’t believe some folk are still saying ‘but all that New Zealand did was delay covid so it was pointless’. YEAH delay covid until there are vaccines that substantially reduce risk of death from covid! They have 10 covid deaths per million population. UK has 2,151 per million.",,Dr2NisreenAlwan,"lover of food, running and football - sometimes politics and comedy. married with children and dogs. he / him",Twitter for iPhone,en,1472630561088937988
Ringo_Lennon123,2021-12-19T18:11:00Z,"RT @statsjamie: Piers Morgan followed me and shared my Covid stats (not retweet but steal images)

Having highlighted the misinformation his GMB friends have put out about Covid patients in hospital he unfollowed yesterday

Not interested in facts - but fiction❓

Thread on misinformation 👇",,statsjamie,Banter. News and Comments.,Twitter for iPhone,en,1472630560988221440
ImKaybomb,2021-12-19T18:11:00Z,RT @khvbella: all that six feet shit should’ve been a thing way before covid cause why tf are you so close anyways???,,khvbella,just a lover girl in a non romantic world.,Twitter for iPhone,en,1472630560375910403
amareshskumar,2021-12-19T18:11:00Z,"RT @ANI: Gujarat | A 23-year-old Tanzania national studying at a university in Rajkot has tested positive for the Omicron variant of Covid. He has been admitted to PDU hospital. This is the first Omicron case in the district: Arun Mahesh Babu, Rajkot Collector",,ANI,"Following real-time Corona Research since mid-Feb. 2020. 
Stop asking and expecting everything from Govt and Parties; We Hindus Can Stand 4 Us",Twitter Web App,en,1472630560371605504
SamuSan25,2021-12-19T18:11:00Z,"RT @20m: El antivacunas Kyrie Irving, positivo por Covid-19 cuando su equipo le daba una segunda oportunidad https://t.co/377VKmBMwF",,20m,"Abogado y mediador.  Ahora, en defensa del trabajador Firma: ejuridicolapalma. Sevillano en La  Palma, La Isla Bonita. Solo el pueblo salva al pueblo",Twitter for Android,es,1472630560359124992
WPLGLocal10,2021-12-19T18:11:00Z,JINGLE BALL CANCELLED - FLA Live Arena announced the cancellation of Sunday’s iHeartRadio Y100 Jingle Ball concert. https://t.co/wZlHbhEaze,,,"South Florida News, Weather, Entertainment, Sports from WPLG Local 10  Follow us on Instagram: http://t.co/ppM2JFIxxU",SocialNewsDesk,en,1472630560229105664
carlos89377496,2021-12-19T18:11:00Z,RT @CapitanBitcoin: Enciérrate. Lo haces. No te pongas bozal. No te lo pones. Enciérrate otra vez. Lo haces. Era ilegal. No te importa. Ponte el bozal. Te lo pones. Ponte la vacuna. Te la pones. Otra. Te la pones. Otra. Te la pones. Ahora sacate el pasaporte covid para ir a los bares. Te lo sacas.,,CapitanBitcoin,,Twitter for iPhone,es,1472630560166227973
Lerei761,2021-12-19T18:11:00Z,"RT @janogarcia_: ""Sólo el 1,7% de los casos identificados de Covid-19 ingresaron en el hospital en la segunda semana de infecciones de la variante Ómicron, en comparación con el 19% en la misma semana en la que llegó la variante delta"".
 https://t.co/x8aiicbBZ8 vía @elliberal_com",,janogarcia_,"A todos los zurdos les deseo: 
La libertad de Korea del Norte,
el sueldo de Cuba,
la abundancia de Venezuela, 
y la justicia de China.",Twitter for Android,es,1472630559960670212
greg_travis,2021-12-19T18:11:00Z,"@dougrentz p.s.   It was going to be endemic since it started since endemic is the end state of nearly every disease

Cholera is endemic, TB is endemic, bubonic plague is endemic, HIV/AIDS is endemic, herpes is endemic, etc. etc. etc.

No reason to believe COVID would be any different",dougrentz,,"Healthcare expert. Technology writer. Pilot/airplane owner. Cybersecurity.  Airborne Animal Rescue.  Widower/SuperDad.  ""Co-morbidty"" = instablock.

#NPDR",Twitter Web App,en,1472630559910338562
EntreRiosAhora_,2021-12-19T18:11:00Z,"[💉] COVID | Entre lunes y miércoles habrá jornadas abiertas de vacunación en el Hospital de la Baxada Teresa Ratto y en el Complejo Escuela Hogar. Los detalles: 
https://t.co/oEQjo3lWvC https://t.co/Bl34bgwEA2",,,Periodismo Libre.,Twitter Web App,es,1472630559713247232
RepAngieCraig,2021-12-19T18:11:00Z,"I’m relieved to see COVID cases declining in Minnesota. But we’re not out of the woods yet. Please get vaccinated, boosted and follow public health guidelines to keep your communities safe during the holidays.
https://t.co/lO7KaSREeB",,,"Mom of four boys, grandmother of one, wife to Cheryl and U.S. Representative for Minnesota’s 2nd District. Your voice matters and it’s an honor to serve you.",TweetDeck,en,1472630559704686599
WestBromNews,2021-12-19T18:11:00Z,👇👇👇 #WBA https://t.co/njiakXjBGL,,,"Follow for the latest news, transfer gossip, analysis and match-day coverage from @ChapmanJ92 and BirminghamLive.",TweetDeck,,1472630559692185605
hereandnow,2021-12-19T18:11:00Z,"In New York, Oneida Indian Nation unveiled large glowing tipis in order to bring attention to the disproportionate effects of COVID-19 on Indigenous communities.

https://t.co/4Z5MHWlYrV https://t.co/AqCrATJxX1",,,"@NPR's midday news magazine. Produced at @WBUR. 
Hosted by @hereandnowrobin, @tonyamosley and @tongscott.
Email us: letters@hereandnow.org",TweetDeck,en,1472630559562035210
julie_liss,2021-12-19T18:11:00Z,"@EXIA_027 @AmandaLeftCoast But somehow this logic doesn't apply to Covid itself? You do know children have died from it, right?",EXIA_027,,Desperately trying to keep both feet on the ground and head above water - preferably at the same time.,Twitter Web App,en,1472630559348178945
pbc90000,2021-12-19T18:11:00Z,"@priscathevenot @EmmanuelMacron Les hôpitaux, voilà le vrai problème du COVID https://t.co/ypazfJ3TPF",priscathevenot,,"J aime la France ! Ses paysages, ses paysans, sa langue ses patois ses coutumes, sa façon de vivre, sa technologie, son leadership sa gastronomie. #Zemmour2022",Twitter for Android,fr,1472630559256064002
lBodoque1,2021-12-19T18:11:00Z,@Jacksepticeye As someone that got covid at the same moment as you. I can confirm.,Jacksepticeye,,joder que bueno es el archivo de las tormentas y la saga souls 🤌🏽,Twitter for Android,en,1472630559172136961
yonkers888,2021-12-19T18:11:00Z,"RT @BillKristol: Prediction: If Biden and congressional Democrats now aggressively advance individual bills that address, e.g., COVID tests, a means-tested child care credit, regularizing the status of Dreamers, and election subversion, Biden's (and Democrats') approval will be higher than today.",,BillKristol,,Twitter for iPad,en,1472630559163641856
soniacuadrat,2021-12-19T18:11:00Z,"RT @naciodigital: Avís de Salvador Macip sobre l'òmicron: «Només hi ha dues maneres de frenar l'onada»
https://t.co/olEkFddpHG",,naciodigital,"He estudiat #Economia he viscut a #Barcelona, #Peralada i #Figueres. Cada dia aprenc i no deixo de sorpendrem!",Twitter for Android,ca,1472630559155314689
Mr_SAP75,2021-12-19T18:11:00Z,RT @TrueLaurels: Them covid jokes don’t hit the same no more. Shit actually hella depressing.,,TrueLaurels,#BlackLivesMatter,Twitter Web App,en,1472630558987595778
dannythunder_,2021-12-19T18:11:00Z,"RT @Bomanizer: Covid nineteen 
2 Covid 2 Nineteen 
Covid Nineteen: Tokyo Drift 
Covid &amp; Nineteen
Fast Nineteen
Covid Nineteen 6 
Nineteen 7
The Fate Of the Covid Nineteen
CN9",,Bomanizer,Let’s bread this bread,Twitter for iPhone,en,1472630558932946945
m_kelvin29,2021-12-19T18:11:00Z,RT @gyaigyimii: Chelsea with 7 covid cases and injuries request their match against wolves be postponed. FA said no. 🤒🤒Its Chelsea vs the world.,,gyaigyimii,@ChelseaFC,Twitter for Android,en,1472630558773633028
LeighJo46,2021-12-19T18:10:59Z,"RT @BillKristol: Prediction: If Biden and congressional Democrats now aggressively advance individual bills that address, e.g., COVID tests, a means-tested child care credit, regularizing the status of Dreamers, and election subversion, Biden's (and Democrats') approval will be higher than today.",,BillKristol,#Resist🌊🌊🌊🌊🌊🌊💙💙💙💙💙,Twitter for Android,en,1472630558576586760
BlansettRuben,2021-12-19T18:10:59Z,"RT @ybarrap: TX had 2k COVID cases per day on Nov 27.

Now, it’s at 6.4k per day, trending higher every day.

Christmas &amp; New Years are coming, winter is coming.

A new variant, 6 times more transmissive than Delta, is quickly becoming the new dominant strain.

What is it going to take? https://t.co/uU6IgHJASV",,ybarrap,"Time traveler, good friend of ""Q"", not QANON, Pisces",Twitter for iPhone,en,1472630558421364744
aida_ciriaco,2021-12-19T18:10:59Z,"RT @eiretheia: a mí también me cabrea y pone triste que el covid esté aumentando de nuevo pero de ahí a llamar irresponsables a todo el mundo que ha intentado volver a una vida más normal después de un año durísimo, y creerte un santo porque tú no hayas salido de casa, es de insoportables",,eiretheia,♊,Twitter for Android,es,1472630558169698306
Samii_UTD,2021-12-19T18:10:59Z,RT @DaveOCKOP: Liverpool has confirmed that Thiago has Covid &amp; will miss today's game. Henderson absent due to illness unrelated to Covid.,,DaveOCKOP,@Manutd,Twitter for Android,en,1472630557171503117
ChicagoMyk,2021-12-19T18:10:59Z,"#unvaccinated #covid
 https://t.co/gL0DifI5HT",,,,Twitter for iPhone,,1472630557007831042
donn_wickk,2021-12-19T18:10:59Z,Covid 19 is the hybridized version of corona virus,,,🤴🏾 ♑️ I am a KING. I am SMART. I am IMPORTANT . I MEAN SOMETHING to my community! #DetroitvsEverybody #Locs #DetroitPistons #Truth #Justice #Righteous #IFB,Twitter for iPhone,en,1472630556999536640
_Platoche_,2021-12-19T18:10:59Z,"RT @reac_fr: @DidierMaisto Idem, suis à l’hôpital et tous les Covid + sont tous doublement voire triplement vaccinés, ce vaccin est une escroquerie",,reac_fr,,Twitter for Android,fr,1472630556450082818
sundancethecat,2021-12-19T18:10:59Z,"RT @aginnt: Turin, Italy stands up tonight to COVID law and demands to be free again. https://t.co/uTidu0Omhl",,aginnt,"🇮🇪 Migrant living in 🇳🇿 Politically Homeless Environmentally friendly animal lover, NOT woke NOT PC Free speech Celtic FC STL Blues 🏒 was devinecelt Gen X",Twitter for iPhone,en,1472630556298911745
TarikBlky,2021-12-19T18:10:59Z,RT @tirepasasucugu: Sayın Bakanım Öğrenciler Online istiyor Covid olmak istemiyoruz bizim sınıftan 2 kişi pozitif çıktı lütfen duyun sesimizi #KılıcdaroğlundanOnlineEğitim,,tirepasasucugu,,Twitter for Android,tr,1472630555778985996
DeaconSharp,2021-12-19T18:10:59Z,"RT @vaxreactions: My absolute favorite...

“You’re not gonna get COVID if you have these vaccinations.” 

— Joe Biden, President of the United States",,vaxreactions,,Twitter for Android,en,1472630555552452611
ztpayne7,2021-12-19T18:10:59Z,"@PlaystationPixy Thanks! This is the third song I've done, planning on doing one a month. I got Covid back in September and my singing voice needed a bit of time to heal so just getting back into it again 😅",PlaystationPixy,,Video game enthusiast. Singer. Dolphins fan. God follower 🔥 lover of pet videos 😂 INTJ / Type 1,Twitter Web App,en,1472630555514740737
JoseMar81755795,2021-12-19T18:10:59Z,"RT @CristinaSegui_: A los hosteleros que estáis aplicando el pasaporte COVID sin poner un ápice de resistencia a esta gentuza, y ofertándolo como si fuera valor añadido:   That’s Life…. https://t.co/H67oFF5f7X",,CristinaSegui_,"Es más fácil engañar a la gente, que convencerla de que han sido engañados. Mark Twain.",Twitter Web App,es,1472630555443400714
frhlyne,2021-12-19T18:10:59Z,"RT @pengembaraKECIL: ALLAH.. Kluster baru Covid, di pusat perlindungan banjir kat sini. Ada hampir 130 keluarga kat situ termasuk anak-anak kecil. 13 dah disahkan positif. Yang lain sedang disaring. Selamatkanlah Ya ALLAH.. 😭",,pengembaraKECIL,🤍,Twitter for iPhone,in,1472630555208392704
CarlyleBlkwl18,2021-12-19T18:10:59Z,"RT @latimes: The White House's top medical advisor Dr. Anthony Fauci says the COVID-19 Omicron variant is ""just raging around the world"" and again urges Americans to get vaccinated.

https://t.co/h2gVPBMNh9",,latimes,🌊🌊🌊 Blocked by Jacob Wohl and Judge Roy Moore. Q-Kooks and anti-vaxxers blocked. NO LISTS,Twitter Web App,en,1472630555120443395
BelledeBoskoop,2021-12-19T18:10:59Z,RT @ClareCraigPath: There are fewer spare beds in NHS currently than last winter but it's not because of covid. It's because of non-covid problems and sacking care home staff preventing patients from being discharged. https://t.co/bFHWAX8tBV,,ClareCraigPath,Interested in the culture & growing of apples + all things pertaining to fruit & nut orchards in northern England. Also a web designer & novice beekeeper.,Twitter for iPad,en,1472630555065917445
MaarFragola,2021-12-19T18:10:58Z,"RT @Cintiarella: Qué forros los que tiran cifras del covid y agregan ""sigan jodiendo"", ¿qué tendríamos que hacer? En este contexto de apertura total solo se puede exigir a la población que se vacune hasta que las autoridades sanitarias dispongan otra cosa.",,Cintiarella,soy otaku pero me baño,Twitter for iPhone,es,1472630554151383041
eaganm,2021-12-19T18:10:58Z,"RT @JimRenacci: States with liberal governors are bringing back forced masking and restrictions.

Make no mistake, Mike DeWine would be doing the same if the legislature hadn’t taken steps to prevent it.

Protect your freedom from COVID tyranny – FIRE Mike DeWine!",,JimRenacci,dream until your dreams come true,Twitter for Android,en,1472630554059227136
Francisco25487,2021-12-19T18:10:58Z,"@inigoaduriz Pásate por Valencia. Aquí no hay Covid-19, los hospitales jamás se han colapsado, las farmacias regalan los tests y los enfermos nunca mueren.",inigoaduriz,,Profesor de Geografía e Historia. La educación es la mejor herramienta para progresar. Partidario del libre pensamiento. Contra lo políticamente correcto.,Twitter for Android,es,1472630553765720070
napkat_,2021-12-19T18:10:58Z,"RT @elefaantz: the president of the usa is doing tik toks w the jonas brothers, the vice president is doing snl skits w charlemagne, it’s 70 degrees in the winter &amp; covid just keeps getting worse &amp; worse",,elefaantz,she/her. living in my own reality,Twitter for iPhone,en,1472630553639849993
HellKary,2021-12-19T18:10:58Z,"E agora que não sei se é
Virose, covid, coração partido, dengue ou eu só tô pagando pelos meus pecados",,,"Cariño, no puedo hablar ahora",Twitter for Android,pt,1472630553585328131
AdoreLM31,2021-12-19T18:10:58Z,RT @natvanlis: Me to every ding dong who asked if I was going to party before COVID restrictions came back into effect. https://t.co/olOT69zaw9,,natvanlis,"🇳🇿
Supports #Negovanman & #DomKat 🇨🇦
🏳️‍🌈#Brittana #Clexa #Chlic #Kana #Emison #Hollstein #Wayhaught #PLLFamily #LM #JesyNelson #Nayaholic 
 🇿🇦🇬🇧🤍🕊",Twitter for Android,en,1472630552729554947
4nonyma,2021-12-19T18:10:58Z,RT @RT_com: Police disperse dozens of protesters at banned rally against COVID measures in Berlin https://t.co/o9aLnIkP3u,,RT_com,,Twitter Web App,en,1472630552377405448
as_cacilia,2021-12-19T18:10:58Z,RT @amiszem52: « Les 63% des morts de la covid-19 sont des personnes vaccinées. Ce n'est pas moi qui le dit mais le rapport de la DREES. Ils mentent ! » @PhdeVilliers sur @CNEWS. https://t.co/Ulu9ZamXaX,,amiszem52,,Twitter for Android,fr,1472630552201154564
lovevoidd,2021-12-19T18:10:58Z,RT @missbreton: COVID Season 3 https://t.co/pxsPTm1ayz,,missbreton,"Neurodivergent Native (Pueblo) Antifa #LANDBACK #Decolonize 
Help always appreciated  
cashapp $voicefromvoid 
Venmo @ lovevoid",Twitter Web App,en,1472630551668412416
Hime_Chan_,2021-12-19T18:10:58Z,"@TMobile Oh what a blessing this would be. Mine can not write but they have been amazing this year. Dear Santa we love princesses and hot wheels, and a trampoline would be amazing to burn off all our toddler energy especially as we keep safe during covid. #TogetherWeHoliday #MagentaMagic",TMobile,,Where the Air Force takes us ✈️,Twitter Web App,en,1472630551383207938
LeahToseland,2021-12-19T18:10:58Z,"RT @fearnley_k: A word of warning. I’ve had Long Covid for 12mths and counting. In this time, I’ve been diagnosed with neurological sleep apnoea, encephalitis, sensorineural hearing loss, tinnitus dysautomnia and POTs, and myopericarditis. I was never hospitalised. My case is mild.",,fearnley_k,"Labour County Cllr for the Oakham North-West Ward.

This is a personal profile. 

If you have any enquiries, please email - ltoseland@rutland.gov.uk",Twitter for Android,en,1472630550884147203
marciaj64,2021-12-19T18:10:58Z,"RT @emollick: Also, an Excel error led to an estimated 1,500 deaths in the UK last year. The UK COVID contact tracing effort saved to an old Excel file format (.XLS) rather than the new one (.XLSX). The smaller row limits resulted in names being dropped &amp; they were never contacted by tracers. https://t.co/P1hauJizc8",,emollick,"Love family, life, cat & the colour purple and passionate about Taunton. C17 re-enactor/Interpreter. Proud to have been Mayor of Taunton Deane 2015/16",Twitter for Android,en,1472630550565376007
sophieschlau,2021-12-19T18:10:58Z,"Obwohl von offizieller Seite empfohlen: Eine Mitarbeiterin des Vereins ""Plattform für das Leben Vorarlberg"" warnt vor der Covid-Impfung in der Schwangerschaft https://t.co/Loqc3rCGy4",,,"Mutter, Selbstdenkerin, Business Coach, Freiheitsliebend, Föderalismus-Fan, 
promoviert in zool. Ökologie & Pharmakologie; 
Autorin & Strategieberaterin",Twitter Web App,de,1472630550519238664
Louky1000,2021-12-19T18:10:58Z,"RT @Krieger66362259: Laissez les enfants tranquilles, ils sont innocents du Covid…
 https://t.co/ptwmA5yVle",,Krieger66362259,ni de gauche ni de droite je ne regarde pas les partis ce sont les personnalites et les caracteres  qui m interressent faudrai confederer,Twitter Web App,fr,1472630550481485827
MarkPat75032064,2021-12-19T18:10:58Z,RT @Johnfsnyder: My Mom was diagnosed on Friday with #Covid and it hit her pretty hard. 24 hours after #Regeneron and she has completely turned the corner. Thank you @GovRonDeSantis for making this widely available in #Florida. https://t.co/fU96MZ1Lo6,,Johnfsnyder,,Twitter for iPhone,en,1472630550355607557
AZTLReed,2021-12-19T18:10:58Z,"RT @kylegriffin1: Biden's accomplishments this year:

• $1.9 trillion COVID relief deal
• $1 trillion bipartisan infrastructure bill
• 72% of American adults fully vaccinated
• Near-record pace of federal judges appointed and confirmed
• Unemployment rate dropped to 4.2%",,kylegriffin1,Southwest desert. Moderna fortified. May contain trace amounts of bamboo. she/her,Twitter for iPhone,en,1472630550351343623
ARmckay82,2021-12-19T18:10:57Z,"This is (one of) the realities of the NHS that the Tories have been desperate to avoid being caught out on, hence the theatrics and the attempt to shift blame onto the population over covid. But also keep in mind that the decline began under labour. https://t.co/0axZRPH43m",,,Co-host with @leilamechoui of the Red Star Radio podcast - https://t.co/YJtgYdaTmA…,Twitter Web App,en,1472630550263472133
pauline85217843,2021-12-19T18:10:57Z,"RT @AgnesRunacher: Apprenant aujourd'hui que j'étais cas contact, j'ai immédiatement réalisé un test qui s'est révélé être positif au Covid-19. Je m'isole à compter de ce jour et continue d'assurer mes fonctions ministérielles à distance.",,AgnesRunacher,Bloque sans façon et sans état d’âme / carpe diem mais de plus en plus compliqué.... Bloquée par Bruno Gaccio #TeamMacron #LREM #ADMD 💯% vaccinée 💉 💉💉,Twitter for iPhone,fr,1472630550242418696
mint_privatetwt,2021-12-19T18:10:57Z,RT @Jacksepticeye: Having COVID really sucks but do you know what's worse? Listening to people talk about NFTs,,Jacksepticeye,brb petting my cat| They/Them | 19 | Charlie Slimecicle and Antfrost are the same person with two twitch accounts in this essay I will-,Twitter for iPhone,en,1472630550083084290
johnfmortimer,2021-12-19T18:10:57Z,"RT @JordanSchachtel: The mother of all COVID montages, ""public health expert"" edition. h/t @KanekoaThaGreat https://t.co/y7yvUQ7QZW",,JordanSchachtel,,Twitter for Android,en,1472630549948764162
pjfoxes,2021-12-19T18:10:57Z,"Been in line for 2+ hours now to get my Covid-19 booster. Can’t get appointments anywhere right now, so this is what we have to do. https://t.co/XnjpNtYVQl",,,"Pink Fox! Athlete, Pokémaster, Coffee lover, Guitarist, Music Vinyl, GameCube, Gameboy and N64 collector. AD: @pinkfoxAD 💕 my waff: @paladinwulfie",Twitter for iPhone,en,1472630549802012672
casputte,2021-12-19T18:10:57Z,"RT @fmeeus1: Wat hebben we laatste dagen geleerd ?
1) gevaccineerden zijn drager en verspreider van virus
2) vaccins doen niet wat ze moeten doen na 3-5 maanden
3) covid-pas doet aantal besmettingen stijgen, niet dalen.
4) twitter heeft mij 12u geblokt omdat ik waarheid 1-2-3 zeg over covid.",,fmeeus1,,Twitter Web App,nl,1472630549630050306
MAJJOR8,2021-12-19T18:10:57Z,"RT @KSI: Covid update, Day 2:

Feel pretty weak right now. Small tasks like cleaning my room makes me feel hot &amp; sweaty. Light headed feeling at times. Joints/muscles feel achy. Still coughing a fair. Besides that I’m good",,KSI,Hey wassup people it's ya boi majjor reporting for duty give ya boi a follow real quick my peeps.😁😁👍👌,Twitter for Android,en,1472630549277659136
JohnFleckjohn65,2021-12-19T18:10:57Z,RT @Lowlanderg: Ontario Hunger Games prequel: no test kits despite Ford’s promises; no jabs book-able until February when everyone is sick with Covid; medical staff on strike soonish. These people can’t organize a one car race.,,Lowlanderg,,Twitter for iPad,en,1472630549168766983
RedsReporter,2021-12-19T18:10:57Z,"RT @FlunkFest: @awakexox Worryingly, the only people I know who have been quite ill (bed ridden but not hospitalised) are all jabbed.  One person has had covid twice and been very ill.  🤷‍♂️",,FlunkFest,"Unmodified Refusenik trying to live life as NORMAL. That's old Normal, not the draconion New Normal (abnormal). RT=Have a look at this!   Veritas vos liberabit",Tweetbot for iΟS,en,1472630549042847745
Buzzard2002,2021-12-19T18:10:57Z,@HackswithHaggs That’s a fair question! I think it’s time we learn to live with Covid. 2 years of restrictions and protocols and nothing has really changed . I’m in Canada and the restrictions are getting ridiculous. I pay attention to Florida and governor DeSantis appears to make the most sense,HackswithHaggs,,,Twitter for iPhone,en,1472630548975681540
JillFarrimond5,2021-12-19T18:10:57Z,RT @mitrebarnet: £350 billion spent on Covid and not one extra hospital bed.,,mitrebarnet,,Twitter Web App,en,1472630548912877581
UrTwittarded,2021-12-19T18:10:57Z,"@Daniel23744077 @business 🤔South Africa says vaccines and past infections could be reason omicron variant cases appear milder #Omicron #Covid

https://t.co/Yx7lRMxaQe",Daniel23744077,,,Twitter for Android,en,1472630548891934724
kkllddbb,2021-12-19T18:10:57Z,"RT @Dr2NisreenAlwan: I can’t believe some folk are still saying ‘but all that New Zealand did was delay covid so it was pointless’. YEAH delay covid until there are vaccines that substantially reduce risk of death from covid! They have 10 covid deaths per million population. UK has 2,151 per million.",,Dr2NisreenAlwan,San Francisco Bay 🌬⛵️and Sierra Foothills ⛰ ☀️ Navy wife 🛫 USNA ‘74 🇺🇸 Deployments ⚓️ 👘❄️ Silicon Valley and Wine Country 🍷,Twitter for iPad,en,1472630548828807171
Charlie_Blands,2021-12-19T18:10:57Z,RT @padoir: Hi @NadineDorries yesterday the shows below were closed due to Covid outbreaks. You tweeted about a hedgehog sanctuary and Strictly. Looking forward to your comments today &amp; offer of support. Because.. it’s your job. https://t.co/If4IXjugy6,,padoir,"Another human living on this mad, little planet. I never sit still. You know I'm in the room when I laugh, just warning you...",Twitter for Android,en,1472630548694806531
khalidw_13,2021-12-19T18:10:57Z,RT @paul_tomkins: Integrity of the league is in pieces anyway. Play with 6 Covid and various injuries while other clubs get games cancelled with 2 Covid cases. Just a mockery – may as well watch Formula One.,,paul_tomkins,"‏‏‏‏MBA ‎@AUDENCIA, ‎‎#milan ‎‎#Ittifaq  ‎‎#LFC ‎‎#Avigeek ‎‎#avgeek ‎‎#football  واخفض لهما جناح الذل من الرحمة",Twitter for Android,en,1472630548678033419
l44sa,2021-12-19T18:10:57Z,RT @drbarnesbangor: Brazil and India seem to have had just 2 main waves of COVID and now ALL gone.   I know the answers.   You work it out! 🤔,,drbarnesbangor,what's with this twitter thing!!!!!,Twitter for Android,en,1472630548677996547
atheistcritique,2021-12-19T18:10:57Z,"@itsrossg @wideroaddropout @BretWeinstein I work in a gym. People weren't working out long before Covid. Our obesity problem didn't start with the lockdowns.

How do you know they're behind, and specifically behind 1-2 years?",itsrossg,,"I'm a slow talker, a fast walker, and a sidewalk chalker. I'm also a convicted stalker. Check out my books!",Twitter for Android,en,1472630548451442695
TheAlexHughes,2021-12-19T18:10:57Z,"RT @RuthHen05786097: 🗣️ Just This  FACT 👇 

✅ The Scottish Gov wanted to retain PCR testing for returning travellers - This potentially gave much earlier detection of new variants

❌ Douglas Ross and the Conservatives campaigned against this (And other covid messures)

https://t.co/J2KZO3A5vm",,RuthHen05786097,"🏴󠁧󠁢󠁳󠁣󠁴󠁿 Still Yes                                                        
https://t.co/a9XEYLG0Qu
Alba gu bràth  #dissolvetheunion Saorsa Alba",Twitter for Android,en,1472630548237414404
WorldWideTweet3,2021-12-19T18:10:57Z,"COVID Update: New York State sets another single-day positive case record; with nearly 22,000 positive cases reported in 24 hours - https://t.co/smsDoGh2X2 https://t.co/s1WRB10duF",,,"Get the latest news, entertainment, and other information from Worldwide Tweets",worldwide tweets1,en,1472630548140941315
isearch4sanity,2021-12-19T18:10:57Z,RT @JoshuaHol: One of those CEOs tested positive for Covid the very next day. https://t.co/rfmPhbNLsC,,JoshuaHol,🇨🇦 Professional volunteer. Mother of 2,Twitter for Android,en,1472630548132622338
drvinnyboombats,2021-12-19T18:10:57Z,"RT @male_wife: “more vaccinated NHLers have COVID than unvaccinated” if you want to use stupid statistics, Brent, then try this: 100% of unvaccinated NHLers had COVID this season, while ~12% of vaccinated NHLers have. Fuckin idiots",,male_wife,I KNOW. I'M KING KONG. NOT NO ONE! WE RIIIIIIIIDE. AND WE DIIIIIIIIE. TOGETHER! AND I FUCKING KNOW!,Twitter for iPhone,en,1472630547885162498
MMNotATory,2021-12-19T18:10:57Z,RT @padoir: Hi @NadineDorries yesterday the shows below were closed due to Covid outbreaks. You tweeted about a hedgehog sanctuary and Strictly. Looking forward to your comments today &amp; offer of support. Because.. it’s your job. https://t.co/If4IXjugy6,,padoir,"Not a Tory: Not nasty, corrupt, selfish, sociopathic, greedy, criminal, uneducated, thick, closed-minded, racist, backward looking. Not worth following. V rude.",Twitter for iPhone,en,1472630547377803266
hammerfeather,2021-12-19T18:10:57Z,RT @Pouriaaa: @SophyRidgeSky @Miladariann This is ridiculous. The team who produce the official COVID-19 data in the UK is led by @statsgeekclare - a wonderful person and a true expert who has been working day and night for two years to create one of the most comprehensive services in the world.,,Pouriaaa,Boring.,Twitter for Android,en,1472630547268657152
GazelleBlanche5,2021-12-19T18:10:57Z,"RT @NaphtalineLeBon: Arrêtez de demander aux non-vaccinés de vous protéger du Covid-19 , c'est le rôle de votre "" VACCIN "".",,NaphtalineLeBon,,Twitter for Android,fr,1472630547000311827
effaayda,2021-12-19T18:10:57Z,"RT @chairman_GLC: Habis banjir ni kena fikir pulak pasal kluster COVID, taun, leptospirosis, denggi. Kerajaan dah bersedia atau tunggu nanti dulu baru nak buat kajian?",,chairman_GLC,Kad kahwin digital (Video) https://t.co/5gUYV13aUN,Twitter for iPhone,in,1472630546861682692
